location_id,latitude,longitude,date,month,season,hour,outdoor_temperature_C,wind_speed_mps,thermal_mass_MJ_m3K,insulation_r_value_m2K_W,glazing,GHI_W_m2,best_shelter_material,indoor_temperature_C
LAD-010,34.537,78.918,2025-11-06,11,Autumn,5,-16.560,2.000,2.393,6.115,0.458,10.400,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.410
LAD-010,34.537,78.918,2025-11-06,11,Autumn,6,-14.410,2.060,2.358,3.447,0.566,11.600,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.010
LAD-010,34.537,78.918,2025-11-06,11,Autumn,7,-14.150,1.870,2.439,3.135,0.485,145.900,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.610
LAD-010,34.537,78.918,2025-11-06,11,Autumn,8,-12.980,2.610,2.249,6.426,0.313,271.200,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.850
LAD-010,34.537,78.918,2025-11-06,11,Autumn,9,-10.970,2.060,2.188,4.762,0.377,422.400,Stabilized Rammed Earth + Straw-Clay cavity insulation; south Trombe wall with double low-E glazing,19.960
LAD-010,34.537,78.918,2025-11-06,11,Autumn,10,-11.130,2.500,2.143,3.571,0.566,550.400,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,21.540
LAD-010,34.537,78.918,2025-11-06,11,Autumn,11,-9.350,2.280,2.634,3.615,0.506,478.400,Stabilized Rammed Earth + Straw-Clay cavity insulation; south Trombe wall with double low-E glazing,20.900
LAD-010,34.537,78.918,2025-11-06,11,Autumn,12,-8.830,1.770,1.924,4.748,0.531,645.300,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,23.130
LAD-010,34.537,78.918,2025-11-06,11,Autumn,13,-8.180,2.650,2.956,6.107,0.490,520.100,Stabilized Rammed Earth + Straw-Clay cavity insulation; south Trombe wall with double low-E glazing,23.740
LAD-010,34.537,78.918,2025-11-06,11,Autumn,14,-8.260,3.320,1.963,4.662,0.630,529.900,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,22.990
LAD-010,34.537,78.918,2025-11-06,11,Autumn,15,-7.660,2.990,2.678,5.421,0.327,351.100,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,20.300
LAD-010,34.537,78.918,2025-11-06,11,Autumn,16,-10.010,3.650,2.542,6.605,0.463,311.500,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,21.210
LAD-010,34.537,78.918,2025-11-06,11,Autumn,17,-11.410,3.730,2.064,3.840,0.462,139.800,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,16.840
LAD-010,34.537,78.918,2025-11-06,11,Autumn,18,-10.350,4.710,2.501,3.723,0.433,11.500,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,16.800
LAD-010,34.537,78.918,2025-11-06,11,Autumn,19,-12.310,5.920,2.519,4.750,0.456,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.500
LAD-010,34.537,78.918,2025-11-06,11,Autumn,20,-12.900,4.060,2.550,4.724,0.385,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.510
LAD-010,34.537,78.918,2025-11-06,11,Autumn,21,-15.090,4.660,2.022,4.680,0.395,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.510
LAD-010,34.537,78.918,2025-11-06,11,Autumn,22,-15.800,4.560,2.518,4.263,0.411,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.680
LAD-010,34.537,78.918,2025-11-06,11,Autumn,23,-16.510,2.900,1.711,4.247,0.270,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,15.540
LAD-011,32.268,79.487,2025-11-07,11,Autumn,0,-17.630,3.230,2.738,6.643,0.439,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.280
LAD-011,32.268,79.487,2025-11-07,11,Autumn,1,-20.240,2.170,2.162,5.689,0.397,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.230
LAD-011,32.268,79.487,2025-11-07,11,Autumn,2,-19.400,1.870,2.505,4.421,0.522,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.460
LAD-011,32.268,79.487,2025-11-07,11,Autumn,3,-19.880,4.390,2.314,5.490,0.584,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.210
LAD-011,32.268,79.487,2025-11-07,11,Autumn,4,-17.850,1.830,1.985,3.793,0.495,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,15.280
LAD-011,32.268,79.487,2025-11-07,11,Autumn,5,-17.960,2.610,1.748,3.653,0.312,11.200,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,14.840
LAD-011,32.268,79.487,2025-11-07,11,Autumn,6,-16.810,1.820,2.731,3.593,0.400,9.700,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.290
LAD-011,32.268,79.487,2025-11-07,11,Autumn,7,-14.820,2.540,2.151,6.284,0.377,146.200,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.020
LAD-011,32.268,79.487,2025-11-07,11,Autumn,8,-14.200,1.810,2.690,6.418,0.493,259.400,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,20.750
LAD-011,32.268,79.487,2025-11-07,11,Autumn,9,-12.610,2.150,2.496,3.505,0.387,400.700,Stabilized Rammed Earth + Straw-Clay cavity insulation; south Trombe wall with double low-E glazing,18.920
LAD-011,32.268,79.487,2025-11-07,11,Autumn,10,-10.830,2.640,1.739,4.534,0.470,578.800,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,21.260
LAD-011,32.268,79.487,2025-11-07,11,Autumn,11,-10.410,3.650,1.927,2.731,0.280,480.400,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,16.500
LAD-011,32.268,79.487,2025-11-07,11,Autumn,12,-9.430,2.050,2.185,3.499,0.377,547.600,Stabilized Rammed Earth + Straw-Clay cavity insulation; south Trombe wall with double low-E glazing,19.830
LAD-011,32.268,79.487,2025-11-07,11,Autumn,13,-9.370,1.930,2.528,5.808,0.654,495.200,Stabilized Rammed Earth + Straw-Clay cavity insulation; south Trombe wall with double low-E glazing,23.830
LAD-011,32.268,79.487,2025-11-07,11,Autumn,14,-7.720,2.700,2.747,6.084,0.546,549.800,Stabilized Rammed Earth + Straw-Clay cavity insulation; south Trombe wall with double low-E glazing,24.170
LAD-011,32.268,79.487,2025-11-07,11,Autumn,15,-8.180,3.680,2.093,3.229,0.406,396.900,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,17.700
LAD-011,32.268,79.487,2025-11-07,11,Autumn,16,-8.760,4.150,2.415,3.610,0.374,248.000,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,17.640
LAD-011,32.268,79.487,2025-11-07,11,Autumn,17,-9.530,4.300,2.136,4.854,0.367,144.500,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.150
LAD-011,32.268,79.487,2025-11-07,11,Autumn,18,-11.440,4.390,2.641,5.646,0.537,9.100,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.670
LAD-011,32.268,79.487,2025-11-07,11,Autumn,19,-13.700,5.270,2.216,5.724,0.273,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.900
LAD-011,32.268,79.487,2025-11-07,11,Autumn,20,-14.830,4.070,2.395,4.565,0.485,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.940
LAD-011,32.268,79.487,2025-11-07,11,Autumn,21,-14.730,4.740,2.101,5.240,0.340,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.190
LAD-011,32.268,79.487,2025-11-07,11,Autumn,22,-16.390,3.700,2.299,4.050,0.410,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.130
LAD-011,32.268,79.487,2025-11-07,11,Autumn,23,-17.260,3.210,2.691,5.385,0.489,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.940
LAD-012,35.401,78.781,2025-11-08,11,Autumn,0,-19.400,3.640,2.536,4.657,0.549,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.720
LAD-012,35.401,78.781,2025-11-08,11,Autumn,1,-19.830,1.940,2.235,5.328,0.377,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.990
LAD-012,35.401,78.781,2025-11-08,11,Autumn,2,-18.820,2.290,2.554,3.117,0.362,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,15.240
LAD-012,35.401,78.781,2025-11-08,11,Autumn,3,-19.730,2.820,2.334,4.085,0.519,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,15.810
LAD-012,35.401,78.781,2025-11-08,11,Autumn,4,-18.800,1.960,2.847,3.945,0.328,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.520
LAD-012,35.401,78.781,2025-11-08,11,Autumn,5,-18.280,2.620,2.750,4.947,0.495,11.300,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.550
LAD-012,35.401,78.781,2025-11-08,11,Autumn,6,-16.040,4.360,2.509,3.548,0.330,10.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,15.980
LAD-012,35.401,78.781,2025-11-08,11,Autumn,7,-15.200,2.220,2.314,4.957,0.449,137.400,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.960
LAD-012,35.401,78.781,2025-11-08,11,Autumn,8,-14.240,2.940,2.535,5.055,0.479,274.300,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.250
LAD-012,35.401,78.781,2025-11-08,11,Autumn,9,-12.840,2.230,2.619,5.786,0.412,366.500,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,20.480
LAD-012,35.401,78.781,2025-11-08,11,Autumn,10,-11.120,2.940,1.942,4.760,0.467,430.700,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,20.450
LAD-012,35.401,78.781,2025-11-08,11,Autumn,11,-10.310,1.900,2.504,3.611,0.533,473.400,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,21.110
LAD-012,35.401,78.781,2025-11-08,11,Autumn,12,-8.640,2.190,2.150,2.916,0.391,586.500,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,19.960
LAD-012,35.401,78.781,2025-11-08,11,Autumn,13,-8.890,2.720,2.429,6.389,0.427,509.300,Stabilized Rammed Earth + Straw-Clay cavity insulation; south Trombe wall with double low-E glazing,22.770
LAD-012,35.401,78.781,2025-11-08,11,Autumn,14,-9.070,2.740,2.105,4.888,0.620,558.100,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,23.480
LAD-012,35.401,78.781,2025-11-08,11,Autumn,15,-8.960,5.260,2.657,4.154,0.447,464.600,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,19.310
LAD-012,35.401,78.781,2025-11-08,11,Autumn,16,-10.480,3.450,2.184,6.019,0.604,326.000,Stabilized Rammed Earth + Straw-Clay cavity insulation; south Trombe wall with double low-E glazing,21.530
LAD-012,35.401,78.781,2025-11-08,11,Autumn,17,-8.630,3.790,2.288,4.156,0.430,181.800,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,17.870
LAD-012,35.401,78.781,2025-11-08,11,Autumn,18,-10.050,5.560,2.495,3.540,0.284,11.600,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,16.620
LAD-012,35.401,78.781,2025-11-08,11,Autumn,19,-11.790,4.450,2.238,4.738,0.468,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.240
LAD-012,35.401,78.781,2025-11-08,11,Autumn,20,-13.670,4.330,1.814,5.403,0.417,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.110
LAD-012,35.401,78.781,2025-11-08,11,Autumn,21,-15.780,4.800,2.780,6.312,0.428,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.070
LAD-012,35.401,78.781,2025-11-08,11,Autumn,22,-17.160,3.790,2.074,5.803,0.370,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.490
LAD-012,35.401,78.781,2025-11-08,11,Autumn,23,-17.600,4.340,2.384,3.549,0.648,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,15.560
LAD-013,34.947,79.675,2025-11-09,11,Autumn,0,-19.120,2.440,2.775,5.065,0.446,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.570
LAD-013,34.947,79.675,2025-11-09,11,Autumn,1,-20.330,3.160,2.796,4.816,0.530,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.190
LAD-013,34.947,79.675,2025-11-09,11,Autumn,2,-19.430,1.850,2.419,4.929,0.298,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.880
LAD-013,34.947,79.675,2025-11-09,11,Autumn,3,-17.940,2.030,1.886,4.657,0.419,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.010
LAD-013,34.947,79.675,2025-11-09,11,Autumn,4,-19.910,4.320,2.156,4.961,0.311,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.410
LAD-013,34.947,79.675,2025-11-09,11,Autumn,5,-18.610,1.840,2.511,5.172,0.349,9.200,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.390
LAD-013,34.947,79.675,2025-11-09,11,Autumn,6,-16.810,1.870,2.463,5.190,0.533,10.500,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.550
LAD-013,34.947,79.675,2025-11-09,11,Autumn,7,-15.720,2.930,2.482,6.257,0.357,134.800,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.280
LAD-013,34.947,79.675,2025-11-09,11,Autumn,8,-15.050,2.380,2.497,4.218,0.400,321.500,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.330
LAD-013,34.947,79.675,2025-11-09,11,Autumn,9,-12.450,3.540,2.458,5.064,0.269,347.600,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.010
LAD-013,34.947,79.675,2025-11-09,11,Autumn,10,-11.100,2.360,2.104,5.890,0.352,579.000,Stabilized Rammed Earth + Straw-Clay cavity insulation; south Trombe wall with double low-E glazing,21.610
LAD-013,34.947,79.675,2025-11-09,11,Autumn,11,-11.240,2.220,2.087,4.132,0.571,620.400,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,22.680
LAD-013,34.947,79.675,2025-11-09,11,Autumn,12,-9.160,1.940,2.490,3.571,0.420,543.600,Stabilized Rammed Earth + Straw-Clay cavity insulation; south Trombe wall with double low-E glazing,20.590
LAD-013,34.947,79.675,2025-11-09,11,Autumn,13,-9.670,1.910,2.515,3.162,0.411,602.500,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,20.750
LAD-013,34.947,79.675,2025-11-09,11,Autumn,14,-8.470,3.540,2.043,5.206,0.345,510.500,Stabilized Rammed Earth + Straw-Clay cavity insulation; south Trombe wall with double low-E glazing,20.720
LAD-013,34.947,79.675,2025-11-09,11,Autumn,15,-8.810,4.810,2.849,3.245,0.481,449.600,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,18.900
LAD-013,34.947,79.675,2025-11-09,11,Autumn,16,-8.590,5.700,1.735,5.700,0.437,310.400,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,20.070
LAD-013,34.947,79.675,2025-11-09,11,Autumn,17,-10.870,4.110,2.048,4.157,0.490,170.000,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,17.320
LAD-013,34.947,79.675,2025-11-09,11,Autumn,18,-11.600,3.960,2.434,6.045,0.442,11.100,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.780
LAD-013,34.947,79.675,2025-11-09,11,Autumn,19,-12.930,4.250,2.178,4.746,0.456,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.050
LAD-013,34.947,79.675,2025-11-09,11,Autumn,20,-14.090,4.680,2.774,5.529,0.437,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.430
LAD-013,34.947,79.675,2025-11-09,11,Autumn,21,-16.630,3.790,2.265,4.422,0.428,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.420
LAD-013,34.947,79.675,2025-11-09,11,Autumn,22,-16.670,4.930,2.221,6.333,0.563,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.250
LAD-013,34.947,79.675,2025-11-09,11,Autumn,23,-16.920,3.180,2.575,3.145,0.218,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,15.550
LAD-014,32.901,76.997,2025-11-10,11,Autumn,0,-18.150,2.690,2.030,5.673,0.379,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.230
LAD-014,32.901,76.997,2025-11-10,11,Autumn,1,-19.780,2.630,2.782,5.364,0.319,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.830
LAD-014,32.901,76.997,2025-11-10,11,Autumn,2,-19.160,2.650,2.385,5.718,0.618,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.690
LAD-014,32.901,76.997,2025-11-10,11,Autumn,3,-18.520,2.290,2.173,5.770,0.323,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.510
LAD-014,32.901,76.997,2025-11-10,11,Autumn,4,-18.960,2.130,2.036,5.476,0.388,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.960
LAD-014,32.901,76.997,2025-11-10,11,Autumn,5,-18.190,2.230,2.119,6.485,0.297,10.700,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.250
LAD-014,32.901,76.997,2025-11-10,11,Autumn,6,-17.190,2.070,2.529,3.255,0.418,11.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,15.640
LAD-014,32.901,76.997,2025-11-10,11,Autumn,7,-16.180,2.300,1.948,5.279,0.402,171.800,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.780
LAD-014,32.901,76.997,2025-11-10,11,Autumn,8,-14.360,2.180,2.157,4.961,0.512,258.400,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.660
LAD-014,32.901,76.997,2025-11-10,11,Autumn,9,-13.270,2.560,2.485,5.100,0.330,433.600,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.600
LAD-014,32.901,76.997,2025-11-10,11,Autumn,10,-11.460,4.000,2.500,4.064,0.618,525.300,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,22.510
LAD-014,32.901,76.997,2025-11-10,11,Autumn,11,-10.450,1.950,2.234,5.517,0.581,484.300,Stabilized Rammed Earth + Straw-Clay cavity insulation; south Trombe wall with double low-E glazing,22.510
LAD-014,32.901,76.997,2025-11-10,11,Autumn,12,-10.420,3.370,2.479,6.430,0.548,547.500,Stabilized Rammed Earth + Straw-Clay cavity insulation; south Trombe wall with double low-E glazing,23.900
LAD-014,32.901,76.997,2025-11-10,11,Autumn,13,-8.840,2.430,2.399,2.983,0.479,488.700,Stabilized Rammed Earth + Straw-Clay cavity insulation; south Trombe wall with double low-E glazing,20.070
LAD-014,32.901,76.997,2025-11-10,11,Autumn,14,-8.900,3.180,2.818,2.660,0.493,424.800,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,20.100
LAD-014,32.901,76.997,2025-11-10,11,Autumn,15,-8.530,2.920,2.143,4.606,0.370,356.800,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,19.700
LAD-014,32.901,76.997,2025-11-10,11,Autumn,16,-10.310,4.110,2.679,5.448,0.302,255.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.580
LAD-014,32.901,76.997,2025-11-10,11,Autumn,17,-11.100,6.010,2.696,5.101,0.407,133.300,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.820
LAD-014,32.901,76.997,2025-11-10,11,Autumn,18,-12.350,4.120,2.061,3.341,0.343,11.100,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,15.750
LAD-014,32.901,76.997,2025-11-10,11,Autumn,19,-12.060,4.300,1.771,5.380,0.591,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.220
LAD-014,32.901,76.997,2025-11-10,11,Autumn,20,-13.550,4.100,2.446,3.984,0.360,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.610
LAD-014,32.901,76.997,2025-11-10,11,Autumn,21,-14.970,3.740,2.471,4.507,0.275,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.980
LAD-014,32.901,76.997,2025-11-10,11,Autumn,22,-16.970,4.440,2.588,4.881,0.483,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.260
LAD-014,32.901,76.997,2025-11-10,11,Autumn,23,-16.970,4.340,2.262,4.402,0.419,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.330
LAD-015,32.800,77.764,2025-11-11,11,Autumn,0,-19.380,2.870,2.425,3.962,0.399,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,15.850
LAD-015,32.800,77.764,2025-11-11,11,Autumn,1,-19.340,2.140,2.535,5.586,0.475,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.760
LAD-015,32.800,77.764,2025-11-11,11,Autumn,2,-20.120,3.230,2.437,4.569,0.343,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.410
LAD-015,32.800,77.764,2025-11-11,11,Autumn,3,-19.280,2.980,2.242,5.206,0.366,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.910
LAD-015,32.800,77.764,2025-11-11,11,Autumn,4,-19.530,2.070,2.721,4.811,0.428,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.180
LAD-015,32.800,77.764,2025-11-11,11,Autumn,5,-18.530,2.290,2.326,4.287,0.462,8.900,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,16.220
LAD-015,32.800,77.764,2025-11-11,11,Autumn,6,-17.420,1.970,2.364,6.737,0.301,9.500,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.930
LAD-015,32.800,77.764,2025-11-11,11,Autumn,7,-16.370,1.900,2.255,5.217,0.431,158.400,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.090
LAD-015,32.800,77.764,2025-11-11,11,Autumn,8,-13.950,2.670,2.612,5.403,0.438,262.500,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.550
LAD-015,32.800,77.764,2025-11-11,11,Autumn,9,-14.670,2.910,2.496,5.597,0.463,465.900,Stabilized Rammed Earth + Straw-Clay cavity insulation; south Trombe wall with double low-E glazing,21.550
LAD-015,32.800,77.764,2025-11-11,11,Autumn,10,-13.230,2.120,2.473,3.883,0.529,497.800,Stabilized Rammed Earth + Straw-Clay cavity insulation; south Trombe wall with double low-E glazing,20.760
LAD-015,32.800,77.764,2025-11-11,11,Autumn,11,-11.290,2.370,2.412,4.328,0.497,621.600,Stabilized Rammed Earth + Straw-Clay cavity insulation; south Trombe wall with double low-E glazing,22.080
LAD-015,32.800,77.764,2025-11-11,11,Autumn,12,-9.370,3.270,2.226,5.390,0.292,495.200,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,20.570
LAD-015,32.800,77.764,2025-11-11,11,Autumn,13,-10.500,2.370,1.927,4.044,0.466,543.900,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,20.790
LAD-015,32.800,77.764,2025-11-11,11,Autumn,14,-9.150,2.750,2.444,4.254,0.568,461.200,Stabilized Rammed Earth + Straw-Clay cavity insulation; south Trombe wall with double low-E glazing,21.500
LAD-015,32.800,77.764,2025-11-11,11,Autumn,15,-8.920,3.730,1.894,5.438,0.412,395.800,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,20.560
LAD-015,32.800,77.764,2025-11-11,11,Autumn,16,-10.500,4.320,2.901,3.160,0.216,302.000,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,17.220
LAD-015,32.800,77.764,2025-11-11,11,Autumn,17,-11.650,5.900,2.513,3.672,0.532,155.100,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,17.210
LAD-015,32.800,77.764,2025-11-11,11,Autumn,18,-11.290,4.230,2.527,5.346,0.530,9.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.270
LAD-015,32.800,77.764,2025-11-11,11,Autumn,19,-15.200,4.850,1.829,3.167,0.327,0.000,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,14.700
LAD-015,32.800,77.764,2025-11-11,11,Autumn,20,-13.550,4.590,2.124,3.594,0.279,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,15.820
